#{"t_start": 1770576848.9145932, "env_id": "None"}
r,l,t
-18.206694,1,2.692624
-5.141254,1,2.693383
-14.27805,1,2.694423
-20.340864,1,2.695174
-11.090589,1,2.69599
-10.601108,1,2.696702
-23.034507,1,2.697407
-7.373604,1,2.698119
-30.469334,1,2.698832
-24.699236,1,2.699546
-30.321976,1,2.700251
-27.183165,1,2.701127
-13.534413,1,2.701944
-19.429464,1,2.702656
-10.919436,1,2.703361
-5.137457,1,2.704169
-10.516041,1,2.705134
100.0,1,2.706049
100.0,1,2.706805
-20.341941,1,2.707517
-21.920318,1,2.708426
100.0,1,2.709154
-25.102753,1,2.710117
-29.140956,1,2.710831
-25.121558,1,2.711845
-27.777473,1,2.712559
-17.29126,1,2.713264
-19.461224,1,2.713976
100.0,1,2.714692
100.0,1,2.715384
-16.466052,1,2.716094
-6.420808,1,2.716814
-9.694077,1,2.717522
-28.890585,1,2.718246
-17.709245,1,2.719035
100.0,1,2.719749
-29.351335,1,2.720451
-21.933964,1,2.721156
-5.823691,1,2.721998
100.0,1,2.722702
-9.378059,1,2.723406
-26.703547,1,2.724111
-14.549217,1,2.724819
-28.347163,1,2.725526
-11.686491,1,2.726227
-26.218314,1,2.726935
-25.029372,1,2.727643
-5.34702,1,2.72864
-9.966226,1,2.729603
-31.936647,1,2.730547
-5.922729,1,2.731254
-7.462477,1,2.732008
-17.236161,1,2.732727
-7.534992,1,2.73351
-17.630173,1,2.734306
100.0,1,2.735016
-27.645467,1,2.73596
-17.540337,1,2.736727
-28.420107,1,2.737434
-13.551541,1,2.738233
-4.727192,1,2.73899
-20.490381,1,2.739698
-8.39215,1,2.740457
-27.005071,1,2.741492
-7.246127,1,2.742311
-23.521709,1,2.743019
-28.513273,1,2.743727
-11.470488,1,2.744433
-21.058015,1,2.74514
-29.754408,1,2.74585
-30.058905,1,2.74656
-8.049004,1,2.747401
100.0,1,2.748117
-11.95113,1,2.74895
-10.652052,1,2.749696
-9.295843,1,2.750559
-16.22433,1,2.751283
100.0,1,2.752025
-4.12811,1,2.752796
-18.600651,1,2.753508
-8.589083,1,2.754211
-17.588278,1,2.755059
-4.051978,1,2.755975
100.0,1,2.756713
-24.63158,1,2.757429
-17.682548,1,2.758309
100.0,1,2.759017
-14.919085,1,2.759741
-16.511267,1,2.760449
-4.403091,1,2.761272
-28.538371,1,2.761985
-34.642674,1,2.762717
-6.103908,1,2.763535
-28.762118,1,2.764241
-18.935281,1,2.764959
-17.209141,1,2.765819
-13.127865,1,2.766722
-9.150306,1,2.767529
-33.397967,1,2.768236
-21.074071,1,2.768949
-27.279952,1,2.769668
-20.919341,1,2.770375
-26.139939,1,2.771248
-19.05032,1,2.772032
-24.135266,1,2.772783
-30.227367,1,2.773492
-13.936311,1,2.774206
-2.642835,1,2.775002
-15.343085,1,2.77572
-13.122175,1,2.776489
-17.818415,1,2.777203
-26.164655,1,2.77792
100.0,1,2.778639
-22.555877,1,2.779461
-29.65988,1,2.780172
-13.648107,1,2.780886
-29.508922,1,2.781606
100.0,1,2.782333
-21.390972,1,2.78323
-27.68821,1,2.783954
100.0,1,2.784653
-7.392907,1,2.785441
-14.095169,1,2.786207
-4.694722,1,2.787014
-5.950529,1,2.787758
100.0,1,2.788542
100.0,1,2.789263
-21.175176,1,2.790057
-15.001619,1,2.79091
-10.406242,1,2.791627
100.0,1,2.792349
-5.329163,1,2.793091
-29.140443,1,2.793903
-10.236799,1,2.79473
-22.17778,1,2.795431
-32.10632,1,2.796138
-12.824667,1,2.796893
-15.858024,1,2.79781
100.0,1,2.798526
-2.446003,1,2.799269
-8.799639,1,2.800015
-14.184415,1,2.800799
-31.143609,1,2.801508
-12.024006,1,2.802329
-5.812788,1,2.803039
100.0,1,2.803772
100.0,1,2.804487
100.0,1,2.805201
-21.794213,1,2.805906
-32.340168,1,2.806612
-10.453414,1,2.80734
-33.528485,1,2.808047
-24.927475,1,2.808753
-28.935605,1,2.809453
-7.607233,1,2.810159
-13.480105,1,2.811009
-18.13625,1,2.811724
-19.015429,1,2.812433
-19.046506,1,2.813224
-3.357512,1,2.81401
-26.600982,1,2.814723
100.0,1,2.815645
100.0,1,2.81634
-18.954453,1,2.817156
-19.811986,1,2.818007
-31.819299,1,2.818745
-11.783905,1,2.81952
-2.683669,1,2.820264
-13.313929,1,2.820969
-15.932622,1,2.821679
-11.553968,1,2.822511
-28.895367,1,2.823215
-7.479708,1,2.823996
-22.524859,1,2.824705
-24.27329,1,2.825406
-18.857071,1,2.826112
-21.842509,1,2.826943
-16.805154,1,2.827758
-26.510206,1,2.82852
-29.733178,1,2.829226
-13.475047,1,2.829957
-4.128343,1,2.830725
-22.706402,1,2.831429
-27.362626,1,2.832134
100.0,1,2.832838
-23.052474,1,2.833547
-17.467759,1,2.834277
-17.387631,1,2.834981
-9.036668,1,2.83569
-4.202657,1,2.836409
-8.107099,1,2.837186
-15.530393,1,2.837918
-18.935417,1,2.838628
-2.605349,1,2.839369
-26.309234,1,2.840073
-16.071059,1,2.840895
-8.734444,1,2.841676
-6.404974,1,2.842378
100.0,1,2.843076
-3.721817,1,2.843804
-25.432612,1,2.844511
-25.519342,1,2.84522
-15.420757,1,2.845925
-5.357452,1,2.846688
-28.418571,1,2.84739
-8.017696,1,2.848136
-6.286798,1,2.848886
-7.727626,1,2.849597
-11.100843,1,2.850315
-11.272051,1,2.851331
-31.267678,1,2.852042
-11.340068,1,2.852751
-13.774483,1,2.853454
-13.74986,1,2.85416
-29.540053,1,2.854924
-19.977017,1,2.855825
-7.031444,1,2.856545
-24.639673,1,2.857258
-6.317591,1,2.858023
-5.316816,1,2.858773
-18.351231,1,2.859479
-2.972085,1,2.860234
-7.870609,1,2.861048
100.0,1,2.861983
-12.341637,1,2.862809
-19.997894,1,2.863519
-20.030556,1,2.864336
-20.762048,1,2.865089
100.0,1,2.865808
100.0,1,2.866506
100.0,1,2.867258
-15.609331,1,2.867966
-4.014559,1,2.868716
-13.845765,1,2.86942
-9.915282,1,2.87021
-28.420662,1,2.870922
-13.411728,1,2.871634
-21.291631,1,2.872339
-19.884653,1,2.873047
-13.15468,1,2.873905
-4.776059,1,2.874744
-19.120774,1,2.875448
-22.037924,1,2.876286
-18.54378,1,2.877065
-12.502936,1,2.877777
-27.35019,1,2.878481
-16.437462,1,2.879343
-6.199784,1,2.880115
-20.379082,1,2.880824
-30.379571,1,2.881538
100.0,1,2.882247
-5.253089,1,2.883032
-7.047129,1,2.883789
-29.67953,1,2.884493
-20.504015,1,2.8852
-22.189693,1,2.885908
-15.413326,1,2.886618
-15.235638,1,2.887399
-8.696737,1,2.888104
-22.312861,1,2.888817
-22.641697,1,2.889525
-20.615766,1,2.890229
-22.428406,1,2.890934
-5.112232,1,2.891745
-2.452707,1,2.892585
-17.373588,1,2.89329
-20.115887,1,2.894178
-13.828467,1,2.895011
-2.67481,1,2.895787
-13.89468,1,2.896613
-24.698802,1,2.897311
-15.894245,1,2.898092
-8.878978,1,2.898878
-3.597713,1,2.899586
-32.952234,1,2.900283
100.0,1,2.901004
-8.791052,1,2.901761
100.0,1,2.902477
-4.795474,1,2.903232
-16.088346,1,2.903941
-6.270032,1,2.904701
-16.745278,1,2.905476
-26.250276,1,2.906191
-3.552116,1,2.906951
-17.685053,1,2.907659
100.0,1,2.908353
100.0,1,2.909058
-9.553574,1,2.909768
-27.451249,1,2.910467
-25.822342,1,2.911268
-2.026825,1,2.91202
-10.645625,1,2.912774
-10.647989,1,2.913472
-27.716298,1,2.914185
-21.63403,1,2.914895
-12.748432,1,2.915721
-5.736535,1,2.916578
100.0,1,2.917311
-18.852445,1,2.918024
-10.616352,1,2.918779
-25.152863,1,2.919511
-27.106227,1,2.920342
-2.496943,1,2.921049
-16.080553,1,2.921837
-26.383458,1,2.922545
-18.977265,1,2.923248
-30.362285,1,2.923951
-4.054874,1,2.924701
100.0,1,2.925415
-23.500769,1,2.926132
-5.439311,1,2.927168
-26.146935,1,2.927887
-15.960477,1,2.92884
-12.33375,1,2.929883
-8.655034,1,2.930636
-21.382604,1,2.931335
-18.43381,1,2.932035
-21.118716,1,2.932812
-24.842012,1,2.933535
100.0,1,2.934259
100.0,1,2.935024
100.0,1,2.935732
-15.466883,1,2.936432
-29.680626,1,2.937149
-8.054612,1,2.937864
-21.969222,1,2.938579
100.0,1,2.93929
100.0,1,2.939987
100.0,1,2.940701
-17.938475,1,2.941404
-21.657576,1,2.942106
-7.974428,1,2.942876
-29.388839,1,2.943584
-11.870146,1,2.94458
-30.253828,1,2.945281
-8.334623,1,2.946323
-17.301441,1,2.947028
-2.515034,1,2.947759
-20.286326,1,2.948473
-12.696314,1,2.949319
-20.421241,1,2.950069
-9.56289,1,2.951046
-8.207667,1,2.951846
-3.197671,1,2.952597
-22.416862,1,2.953299
-2.675031,1,2.954043
-17.599311,1,2.954972
-27.85597,1,2.955685
100.0,1,2.956377
-12.809659,1,2.957091
-29.363685,1,2.957805
-16.295957,1,2.958511
-3.792943,1,2.959258
100.0,1,2.959956
-33.024505,1,2.960659
-31.318,1,2.96137
-5.098604,1,2.962096
-7.016032,1,2.962854
-3.049737,1,2.963614
-23.181358,1,2.964314
-3.21276,1,2.965149
-13.36695,1,2.965856
-25.258911,1,2.966817
-18.300921,1,2.967545
-17.790699,1,2.974308
-26.723644,1,2.975186
-25.277727,1,2.975928
-8.431655,1,2.976715
-19.352122,1,2.977416
-11.518501,1,2.978181
-17.323646,1,2.978883
-12.919163,1,2.979582
-16.506375,1,2.98048
-17.802727,1,2.981352
-8.048371,1,2.982104
-15.497341,1,2.982815
-4.13691,1,2.983766
-26.063748,1,2.984472
-14.072984,1,2.985178
-21.094584,1,2.985892
-28.515987,1,2.986606
-21.374994,1,2.987312
-4.404109,1,2.988015
-15.363482,1,2.98902
-9.501959,1,2.989726
-32.867705,1,2.990422
-18.666871,1,2.991241
-31.917263,1,2.991953
-17.941206,1,2.992662
-30.119791,1,2.993367
-15.862458,1,2.99407
-16.644878,1,2.994776
-3.718187,1,2.995474
-22.449668,1,2.9963
-28.988897,1,2.997003
100.0,1,2.997956
-22.409579,1,2.998667
-29.465312,1,2.999362
-33.002935,1,3.00007
-14.816716,1,3.000853
-15.569089,1,3.001802
-5.492809,1,3.00271
-16.975561,1,3.003411
-22.579002,1,3.004117
-11.322189,1,3.004831
-30.112295,1,3.005538
-24.408911,1,3.006239
100.0,1,3.006936
-24.104985,1,3.007643
-28.834094,1,3.008346
-30.003727,1,3.009057
-25.236457,1,3.010016
-14.15608,1,3.010915
-14.379636,1,3.011666
-7.455877,1,3.012444
-12.621051,1,3.013152
-12.700346,1,3.014153
-8.782965,1,3.015138
-4.868684,1,3.016053
-20.570519,1,3.016861
100.0,1,3.017581
-12.521359,1,3.018405
-14.566202,1,3.01933
100.0,1,3.020045
-22.278706,1,3.020853
100.0,1,3.021557
100.0,1,3.022548
-9.172657,1,3.023276
-16.231497,1,3.023978
-12.122499,1,3.024693
-26.936046,1,3.025392
-20.936434,1,3.02623
-11.735038,1,3.027019
-19.844071,1,3.027735
-7.907365,1,3.028473
-20.205093,1,3.029173
-4.022701,1,3.029926
-30.156839,1,3.030636
-17.530394,1,3.031566
-12.791868,1,3.032265
-5.435517,1,3.032975
-8.467112,1,3.033723
-10.209764,1,3.034607
-10.24118,1,3.03537
100.0,1,3.036071
-4.049233,1,3.036828
-7.814685,1,3.037569
-20.896952,1,3.038289
-14.081059,1,3.038991
-24.391676,1,3.039804
-32.1026,1,3.04051
-7.811228,1,3.041237
-20.026178,1,3.042128
-11.057313,1,3.042841
-28.714544,1,3.043543
-26.323711,1,3.04424
-31.270553,1,3.044946
-15.361216,1,3.04565
-26.297688,1,3.046381
-27.62341,1,3.047079
-24.446382,1,3.047779
-9.807964,1,3.04856
-13.566207,1,3.049255
-12.07636,1,3.050035
-4.751131,1,3.050764
-6.032421,1,3.051521
-16.78178,1,3.052386
-20.776467,1,3.053088
-12.005888,1,3.394073
-4.6428,1,3.395595
-18.461958,1,3.396955
-9.3943,1,3.398304
-25.015614,1,3.399702
-11.585517,1,3.401081
-10.096333,1,3.402575
-8.576714,1,3.404252
-23.338589,1,3.405647
-7.641181,1,3.407099
-12.051397,1,3.408619
-3.580331,1,3.410061
-26.83662,1,3.411414
-17.50332,1,3.413168
-4.123256,1,3.414686
-10.598517,1,3.41613
100.0,1,3.417212
-12.788434,1,3.418646
-26.027334,1,3.420087
-12.694882,1,3.42151
-20.302146,1,3.422803
100.0,1,3.42396
-23.087883,1,3.425561
-4.402222,1,3.426637
100.0,1,3.427722
-10.269555,1,3.428981
-26.437776,1,3.430051
-20.80562,1,3.4314
-6.929372,1,3.432575
-4.743309,1,3.433713
-12.345317,1,3.434865
-17.564345,1,3.436125
-13.387671,1,3.436908
-25.863235,1,3.437613
-22.751753,1,3.438344
-4.698304,1,3.439072
100.0,1,3.43978
-5.778556,1,3.440479
100.0,1,3.441177
-8.676818,1,3.441946
-17.69879,1,3.442726
-16.633801,1,3.443448
-30.34349,1,3.444149
-14.87519,1,3.444854
-9.573967,1,3.445617
-20.218596,1,3.446346
-5.547324,1,3.447048
-3.612142,1,3.447789
-25.380765,1,3.448488
100.0,1,3.449242
-27.039737,1,3.449943
-32.240856,1,3.450646
100.0,1,3.451436
-7.4899,1,3.452136
-20.38674,1,3.452969
-31.429432,1,3.453673
-17.897981,1,3.454527
-15.843988,1,3.455226
-17.014616,1,3.455961
-12.63644,1,3.456666
-16.756576,1,3.457464
-14.649691,1,3.458169
-7.607926,1,3.459182
-16.620377,1,3.459958
-24.084961,1,3.460792
-12.727848,1,3.46161
-13.468599,1,3.462383
-11.769762,1,3.463085
-12.494076,1,3.46391
-11.53467,1,3.464709
-11.751434,1,3.465489
-14.584895,1,3.466283
-2.20451,1,3.467019
-24.449327,1,3.467724
-2.948797,1,3.468463
-14.473586,1,3.469171
-4.05128,1,3.469936
-26.523144,1,3.470648
100.0,1,3.471334
-7.989431,1,3.472107
-13.09051,1,3.473
-10.531427,1,3.47388
-21.908296,1,3.474597
-13.719883,1,3.475292
100.0,1,3.476002
-3.554305,1,3.476736
100.0,1,3.477443
-16.372989,1,3.478141
-3.676449,1,3.478884
100.0,1,3.479591
-24.905091,1,3.480285
-11.865575,1,3.481314
-2.734624,1,3.482038
-13.810337,1,3.482746
-6.604792,1,3.483491
-23.031796,1,3.484527
-7.765376,1,3.485403
-21.404429,1,3.48636
100.0,1,3.487113
-15.529065,1,3.488155
-5.588449,1,3.488929
-11.766903,1,3.489634
-23.115322,1,3.490356
-4.116341,1,3.491104
-4.317832,1,3.491858
-29.897003,1,3.492895
100.0,1,3.49359
-10.20499,1,3.494382
-6.644228,1,3.495125
100.0,1,3.496091
-16.776423,1,3.496874
-22.927557,1,3.497592
-7.047777,1,3.498292
-8.455624,1,3.499076
-6.759767,1,3.500068
-9.817876,1,3.500775
-8.742945,1,3.501535
100.0,1,3.502306
-22.451301,1,3.50301
-30.852248,1,3.503723
-11.745617,1,3.50464
-15.710848,1,3.505358
-3.354561,1,3.506096
-6.96075,1,3.506859
-15.801674,1,3.507564
-14.545346,1,3.508261
-8.271124,1,3.509015
-30.258054,1,3.50972
-13.051766,1,3.51049
-12.663174,1,3.511316
-4.820937,1,3.512106
-28.523738,1,3.512816
-9.484467,1,3.513606
-12.944527,1,3.514369
-23.545925,1,3.515069
-11.796806,1,3.515773
-17.265385,1,3.516801
-10.647406,1,3.517586
-6.252146,1,3.518285
-3.326601,1,3.519079
100.0,1,3.519826
100.0,1,3.520532
-14.611854,1,3.521242
-3.668216,1,3.522005
-6.375484,1,3.522719
-10.091501,1,3.523482
-7.737947,1,3.524225
-6.760167,1,3.524991
-18.606133,1,3.525751
-5.981046,1,3.526711
-3.616027,1,3.527512
-20.459034,1,3.52822
-9.106829,1,3.528968
-14.076699,1,3.529687
100.0,1,3.530636
-13.431371,1,3.531442
-14.927945,1,3.532155
-16.219755,1,3.533102
-26.764705,1,3.534154
-18.154483,1,3.534866
-9.405848,1,3.53564
-22.362861,1,3.536339
-21.972695,1,3.537263
100.0,1,3.537972
-16.024324,1,3.538799
-16.515041,1,3.5395
-32.921059,1,3.540198
-25.426673,1,3.541224
100.0,1,3.542227
-25.85807,1,3.543226
-18.815619,1,3.544123
-4.276129,1,3.544873
-6.814652,1,3.545767
-14.59838,1,3.54654
100.0,1,3.547299
100.0,1,3.548008
-14.28272,1,3.54872
100.0,1,3.549432
-5.049463,1,3.550268
-6.132664,1,3.550984
-21.249604,1,3.551692
-26.419613,1,3.55241
-9.067355,1,3.553111
-15.381375,1,3.553826
-19.2671,1,3.55454
-19.519721,1,3.555244
-13.90909,1,3.555954
-3.873346,1,3.556709
-3.98764,1,3.557457
-4.451249,1,3.558249
-13.410089,1,3.559285
-2.8745,1,3.560043
-3.844821,1,3.560786
-27.485461,1,3.561662
-18.481391,1,3.562463
-6.17262,1,3.563228
100.0,1,3.56393
-14.311359,1,3.564706
-13.014538,1,3.565547
-24.511182,1,3.56633
-8.80029,1,3.567189
-14.720113,1,3.56791
-26.398248,1,3.568621
-14.146408,1,3.569619
-14.386606,1,3.570391
100.0,1,3.57111
-19.038912,1,3.572024
-10.948302,1,3.572998
-5.116494,1,3.57375
-12.273072,1,3.574526
100.0,1,3.57536
-2.086427,1,3.576065
-17.174393,1,3.576776
-21.782908,1,3.577475
-25.452799,1,3.578179
-6.429544,1,3.578922
-4.42261,1,3.579702
-14.769189,1,3.580405
-27.745857,1,3.58135
-12.559603,1,3.582376
-5.411642,1,3.583141
-17.094099,1,3.584133
-3.987361,1,3.584836
-14.853495,1,3.58572
100.0,1,3.586425
-31.283171,1,3.587211
-9.217067,1,3.588056
100.0,1,3.588767
-20.984688,1,3.589467
-14.402384,1,3.590239
-10.124426,1,3.591149
-23.341861,1,3.591856
-13.11227,1,3.592761
-9.349204,1,3.59346
-4.72238,1,3.594161
-4.865305,1,3.594932
-11.459847,1,3.595942
-27.969838,1,3.596657
-20.552275,1,3.59736
-12.038254,1,3.598059
-21.556029,1,3.598762
100.0,1,3.599472
-13.820249,1,3.600466
100.0,1,3.601179
-21.569185,1,3.601893
-16.374445,1,3.602603
-7.7263,1,3.603375
-19.149111,1,3.604076
-6.115097,1,3.604923
-10.11309,1,3.605757
-7.68123,1,3.606595
-16.527237,1,3.607294
-18.825155,1,3.608105
-6.85733,1,3.608843
-19.752851,1,3.609543
-2.453842,1,3.61028
100.0,1,3.610984
-3.749608,1,3.611706
-3.399186,1,3.612409
-28.987694,1,3.613211
-7.38523,1,3.613964
-20.162564,1,3.614767
-11.278177,1,3.615531
-3.848337,1,3.616279
-3.339548,1,3.617016
-19.828162,1,3.617724
-9.898619,1,3.618482
-9.395974,1,3.619334
-27.963691,1,3.620066
-25.673096,1,3.620933
-9.393404,1,3.621649
-5.905359,1,3.622361
-16.337777,1,3.623071
-20.927286,1,3.623783
-19.843857,1,3.624749
-16.646147,1,3.625769
-30.36554,1,3.626803
100.0,1,3.627506
-18.611036,1,3.628365
-2.83985,1,3.629113
-7.543088,1,3.630161
-4.290573,1,3.630912
-27.061194,1,3.631623
-16.862496,1,3.632653
-15.938879,1,3.633463
-4.161717,1,3.634199
-24.865053,1,3.634912
-21.436277,1,3.635621
-11.454352,1,3.636395
-19.12802,1,3.637277
-5.393394,1,3.638042
-9.038293,1,3.638878
-28.974697,1,3.639585
100.0,1,3.640275
-7.623615,1,3.641075
-4.622078,1,3.641798
-16.720504,1,3.64279
-30.941267,1,3.6435
-20.168989,1,3.644535
-15.795487,1,3.645546
-21.776224,1,3.646246
-10.5612,1,3.646947
-27.166559,1,3.647655
-12.960491,1,3.648635
-7.738898,1,3.649632
-8.04627,1,3.650387
-5.487385,1,3.65116
-11.952626,1,3.651908
-19.123605,1,3.652947
-16.815359,1,3.653735
-12.870108,1,3.654438
-23.655173,1,3.655266
-16.172518,1,3.65607
-3.23287,1,3.656872
-7.650522,1,3.657661
-16.170042,1,3.658361
-13.971199,1,3.65906
-15.646583,1,3.659983
-21.51549,1,3.660883
-24.88054,1,3.661593
-3.480058,1,3.662387
100.0,1,3.6631
-6.047475,1,3.663919
-16.992368,1,3.664907
-13.375519,1,3.665635
-31.450502,1,3.666343
-12.403348,1,3.66704
100.0,1,3.667747
-15.812132,1,3.668455
-8.325668,1,3.669194
-8.787108,1,3.669906
-27.846415,1,3.67073
-18.238503,1,3.671463
-9.585493,1,3.672166
-5.904848,1,3.672955
-5.688731,1,3.673677
-31.324822,1,3.674653
-3.38449,1,3.675373
-15.151591,1,3.676185
-16.306343,1,3.676899
-7.459769,1,3.67765
-9.084766,1,3.678413
-9.099572,1,3.679175
-22.616275,1,3.679881
-20.191679,1,3.68067
-25.701344,1,3.681378
-9.234485,1,3.682157
-10.146298,1,3.682858
-32.460692,1,3.683567
-25.587184,1,3.684302
-16.810787,1,3.685003
-5.365848,1,3.685782
-20.617552,1,3.686619
-12.131511,1,3.687346
-15.584452,1,3.688045
-31.940953,1,3.688751
-27.578311,1,3.689455
-8.300448,1,3.690238
-19.73533,1,3.690947
-5.571684,1,3.691705
-9.08697,1,3.692492
-31.613526,1,3.69321
-7.710915,1,3.693921
-15.037915,1,3.694695
100.0,1,3.695382
-20.931329,1,3.696108
-14.646686,1,3.696819
-10.079442,1,3.697525
-2.11937,1,3.698275
-4.871338,1,3.699037
-3.725201,1,3.699739
-15.455636,1,3.700432
-17.271793,1,3.701129
-10.436168,1,3.701847
-28.003168,1,3.70256
-20.012367,1,3.703267
-13.962764,1,3.704112
100.0,1,3.705088
-6.496313,1,3.705878
-4.224348,1,3.706605
-27.357919,1,3.707305
-8.762067,1,3.708009
-30.319203,1,3.708718
-11.609655,1,3.70945
-21.842793,1,3.710149
-19.044674,1,3.710862
-7.310037,1,3.711609
-20.420079,1,3.712314
-8.161263,1,3.713022
-20.069441,1,3.713731
-10.414255,1,3.714567
-12.033623,1,3.71543
-4.593635,1,3.716133
-30.783851,1,3.717021
-25.178536,1,3.71794
-4.21462,1,3.718648
-24.964285,1,3.71936
-34.575627,1,3.720075
-14.404294,1,3.72084
100.0,1,3.721621
-26.494454,1,3.722376
-12.743011,1,3.723114
-19.137524,1,3.72382
-26.658617,1,3.724529
-13.662662,1,3.725267
-23.33742,1,3.726071
-3.659875,1,3.726935
-2.599973,1,3.727689
-12.808053,1,3.728704
-32.843585,1,3.729412
-31.860587,1,3.730124
-9.239235,1,3.73087
-9.555651,1,3.731722
-15.301283,1,3.732501
-8.836017,1,3.733228
-32.219773,1,3.733931
-7.918444,1,3.734771
-16.090012,1,3.735535
-8.668734,1,3.736245
-21.602828,1,3.737283
-12.323685,1,3.738069
-5.774091,1,3.738943
-5.400317,1,3.739708
-10.571673,1,3.740413
-5.179615,1,3.741179
-5.348695,1,3.741952
-12.207892,1,3.742928
-15.775428,1,3.743776
-12.932668,1,3.744474
-16.033306,1,3.745173
-7.570342,1,3.745933
-10.228363,1,3.746695
-14.907999,1,3.747725
-28.016113,1,3.748608
-18.047127,1,3.749307
-11.936968,1,3.750005
-27.212196,1,3.750708
-4.687337,1,3.751504
-2.830142,1,3.752249
-15.707425,1,3.753062
-10.068394,1,3.753767
100.0,1,3.754455
-6.120776,1,3.755274
-18.163642,1,3.755985
-18.897529,1,3.756997
-26.380774,1,3.758041
-18.070498,1,3.75878
-7.972698,1,3.759536
-24.793543,1,3.760252
-4.145345,1,3.760963
-8.173638,1,3.761677
-20.752299,1,3.762411
-15.490416,1,3.763192
-2.448416,1,3.763898
-25.460576,1,3.764672
100.0,1,3.765396
100.0,1,3.766176
-25.447578,1,3.767103
-11.687423,1,3.767858
-20.56082,1,3.768615
-8.278201,1,3.769315
-12.654996,1,3.770083
-18.978807,1,3.770789
-23.440505,1,3.771834
-7.786957,1,3.772626
-22.384681,1,3.773324
-5.101051,1,3.774167
-23.102337,1,3.774879
-9.54502,1,3.775587
-29.270966,1,3.776287
-17.182277,1,3.776997
100.0,1,3.7777
-30.147613,1,3.778627
-3.927965,1,3.779384
-12.871799,1,3.780092
-9.770567,1,3.780802
-17.285906,1,3.781569
-12.735504,1,3.782327
-2.368819,1,3.783118
-2.483097,1,3.783866
-8.086581,1,3.784616
-4.357471,1,3.785333
-6.229636,1,3.786086
-7.419669,1,3.786802
-28.89325,1,3.787513
-21.44515,1,3.788218
-10.06339,1,3.788925
-25.394414,1,3.789638
-9.853392,1,3.790345
-29.335149,1,3.791053
-29.97445,1,3.791762
-3.013679,1,3.792549
-10.94318,1,3.79328
